icd6-7,icd8,icd9,icd10,icd10 code,icd10 term,concept_id,concept_name,vocabulary_id,domain_id,standard_concept,
,,icd9_2051,icd10_C921,c92.1,chronic myeloid leukemia,134603,Chronic myeloid leukemia,SNOMED,Condition,S,
,,icd9_2052,icd10_C922,c92.2,subacute myeloid leukemia,4079282,Atypical chronic myeloid leukemia,SNOMED,Condition,S,
,,icd9_2053,icd10_C923,c92.3,myeloid sarcoma,140967,Myeloid sarcoma,SNOMED,Condition,S,
,,,icd10_C924,c92.4,acute promyelocytic leukemia,4002497,Acute promyelocytic leukemia, FAB M3,SNOMED,Condition,S,
,,,icd10_C925,c92.5,acute myelomonocytic leukemia,140352,Acute myeloid leukemia, disease,SNOMED,Condition,S,
,,,icd10_C926,c92.6,acute myeloid leukaemia with 11q23-abnormality,40481524,"Acute myeloid leukemia with t(9:11)(p22,q23), MLLT3-MLL",SNOMED,Condition,S,
,icd8_2051,,icd10_C927,c92.7,other myeloid leukemia,140666,Myeloid leukemia,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_C928,c92.8,acute myeloid leukaemia with multilineage dysplasia,40483761,Acute myeloid leukemia with myelodysplasia-related changes,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,icd8_2059,icd9_2059,icd10_C929,c92.9,myeloid leukemia, unspecified,140666,Myeloid leukemia,SNOMED,Condition,S,
icd7_2042,icd8_206,icd9_206,icd10_C93,c93,monocytic leukemia,321526,Monocytic leukemia,SNOMED,Condition,S,
,icd8_2060,icd9_2060,icd10_C930,c93.0,acute monocytic leukemia,4189938,Acute monocytic/monoblastic leukemia,SNOMED,Condition,S,
,icd8_2061,icd9_2061,icd10_C931,c93.1,chronic myelomonocytic leukemia,4133599,Chronic myelomonocytic leukemia,SNOMED,Condition,S,
,,icd9_2062,icd10_C932,c93.2,subacute monocytic leukemia,313430,Subacute monocytic leukemia,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_C933,c93.3,juvenile myelomonocytic leukaemia,40482847,Juvenile myelomonocytic leukemia,SNOMED,Condition,S,
,,icd9_2068,icd10_C937,c93.7,other monocytic leukemia,321526,Monocytic leukemia,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,icd8_2069,icd9_2069,icd10_C939,c93.9,monocytic leukemia, unspecified,321526,Monocytic leukemia,SNOMED,Condition,S,
icd7_2043,,icd9_207,icd10_C94,c94,other leukemias of specified cell type,317510,Leukemia,SNOMED,Condition,S,
,icd8_2072,icd9_2070,icd10_C940,c94.0,acute erythremia and erythroleukemia,138099,Erythroleukemia, FAB M6,SNOMED,Condition,S,
,,,icd10_C941,c94.1,chronic erythremia,135214,Polycythemia vera (clinical),SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,icd9_2072,icd10_C942,c94.2,acute megakaryoblastic leukemia,4079686,Acute megakaryoblastic leukemia,SNOMED,Condition,S,
,,icd9_2078,icd10_C943,c94.3,mast cell leukemia,4002496,Mast cell leukemia (clinical),SNOMED,Condition,S,
,,,icd10_C944,c94.4,acute panmyelosis,4003184,Acute panmyelosis with myelofibrosis,SNOMED,Condition,S,
,,,icd10_C946,c94.6,myelodysplastic and myeloproliferative disease, not elsewehere classified,40492268,Myelodysplastic/myeloproliferative disease,SNOMED,Condition,S,
,icd8_2070,,icd10_C947,c94.7,other specified leukemias,4297355,Aggressive NK-cell leukemia involving skin,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
icd7_2044,icd8_207,icd9_208,icd10_C95,c95,leukemia of unspecified cell type,317510,Leukemia,SNOMED,Condition,S,
,,icd9_2080,icd10_C950,c95.0,acute leukemia of unspecified cell type,138708,Acute leukemia,SNOMED,Condition,S,
,icd8_2071,icd9_2081,icd10_C951,c95.1,chronic leukemia of unspecified cell type,140057,Chronic leukemia,SNOMED,Condition,S,
,,,icd10_C957,c95.7,other leukemia of unspecified cell type,317510,Leukemia,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
icd7_204,icd8_2079,icd9_2089,icd10_C959,c95.9,leukemia, unspecified,317510,Leukemia,SNOMED,Condition,S,
icd7_200,icd8_200,icd9_200,icd10_C96,c96,other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue,439392,Primary malignant neoplasm,SNOMED,Condition,S,
icd7_202,icd8_202,icd9_202,icd10_C96,c96,other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue,439392,Primary malignant neoplasm,SNOMED,Condition,S,
,,icd9_2025,icd10_C960,c96.0,letterer-siwe disease,4038846,Langerhans cell histiocytosis, disseminated (clinical),SNOMED,Condition,S,
,,,icd10_C961,c96.1,malignant histiocytosis,4041104,Malignant histiocytosis (clinical),SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,icd9_2026,icd10_C962,c96.2,malignant mast cell tumor,4040379,Malignant mast cell tumor (clinical),SNOMED,Condition,S,
,,,icd10_C963,c96.3,true histiocytic lymphoma,4002494,Histiocytic sarcoma (clinical),SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_C964,c96.4,sarcoma of dendritic cells (accessory cells),40488812,Sarcoma of dendritic cells (accessory cells),SNOMED,Condition,S,
,,,icd10_C965,c96.5,multifocal and unisystemic langerhans-cell histiocytosis,4217892,Hand-SchÃ¼ller-Christian disease,SNOMED,Condition,S,
,,,icd10_C966,c96.6,unifocal langerhans-cell histiocytosis,4044708,Langerhans cell histiocytosis, unifocal (clinical),SNOMED,Condition,S,
,,,icd10_C967,c96.7,other specified malignant neoplasms of lymphoma, hematopoietic and related tissue,4147164,Malignant tumor of lymphoid hemopoietic and related tissue,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_C968,c96.8,histiocytic sarcoma,4002494,Histiocytic sarcoma (clinical),SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_C969,c96.9,malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified,439392,Primary malignant neoplasm,SNOMED,Condition,S,
,,,icd10_C97,c97,malignant neoplasms of independent (primary multiple sites),4094409,Malignant neoplasms of independent (primary) multiple sites,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D00,d00,carcinoma in situ of oral cavity, esophagus and stomach,196064,Carcinoma in situ of digestive organ,SNOMED,Condition,S,
,,,icd10_D000,d00.0,carcinoma in situ of lip, oral cavity and pharynx,4244639,Carcinoma in situ of pharynx,SNOMED,Condition,S,
,,,icd10_D001,d00.1,carcinoma in situ of esophagus,28109,Carcinoma in situ of esophagus,SNOMED,Condition,S,
,,,icd10_D002,d00.2,carcinoma in situ of stomach,200974,Carcinoma in situ of stomach,SNOMED,Condition,S,
,,,icd10_D01,d01,carcinoma in situ of other and unspecified digestive organs,196064,Carcinoma in situ of digestive organ,SNOMED,Condition,S,
,,,icd10_D010,d01.0,carcinoma in situ of colon,75512,Carcinoma in situ of colon,SNOMED,Condition,S,
,,,icd10_D011,d01.1,carcinoma in situ of rectosigmoid junction,4241890,Carcinoma in situ of rectosigmoid junction,SNOMED,Condition,S,
,,,icd10_D012,d01.2,carcinoma in situ of rectum,75210,Carcinoma in situ of rectum,SNOMED,Condition,S,
,,,icd10_D013,d01.3,carcinoma in situ of anus and anal canal,78110,Carcinoma in situ of anus,SNOMED,Condition,S,
,,,icd10_D014,d01.4,carcinoma in situ of other and unspecified parts of intestine,192291,Carcinoma in situ of intestinal tract,SNOMED,Condition,S,
,,,icd10_D015,d01.5,carcinoma in situ of liver, gallbladder and bile ducts,192292,Carcinoma in situ of liver and/or biliary system,SNOMED,Condition,S,
,,,icd10_D017,d01.7,carcinoma in situ of other specified digestive organs,196064,Carcinoma in situ of digestive organ,SNOMED,Condition,S,
,,,icd10_D019,d01.9,carcinoma in situ of digestive organ, unspecified,196064,Carcinoma in situ of digestive organ,SNOMED,Condition,S,
,,,icd10_D02,d02,carcinoma in situ of middle ear and respiratory system,433435,Carcinoma in situ,SNOMED,Condition,S,
,,,icd10_D020,d02.0,carcinoma in situ of larynx,24897,Carcinoma in situ of larynx,SNOMED,Condition,S,
,,,icd10_D021,d02.1,carcinoma in situ of trachea,439772,Carcinoma in situ of trachea,SNOMED,Condition,S,
,,,icd10_D022,d02.2,carcinoma in situ of bronchus and lung,4093960,Carcinoma in situ of bronchus and lung,SNOMED,Condition,S,
,,,icd10_D023,d02.3,carcinoma in situ of other parts of respiratory system,261528,Carcinoma in situ of respiratory tract,SNOMED,Condition,S,
,,,icd10_D024,d02.4,carcinoma in situ of respiratory system, unspecified,4093957,Carcinoma in situ of respiratory system,SNOMED,Condition,S,
,,,icd10_D03,d03,melanoma in situ,4031756,Melanoma in situ of skin (clinical),SNOMED,Condition,S,
,,,icd10_D030,d03.0,melanoma in situ of lip,4033835,Melanoma in situ of lip,SNOMED,Condition,S,
,,,icd10_D031,d03.1,melanoma in situ of eyelid, including canthus,4033836,Melanoma in situ of eyelid, including canthus,SNOMED,Condition,S,
,,,icd10_D032,d03.2,melanoma in situ of skin of ear and external auricular canal,4031759,Melanoma in situ of ear,SNOMED,Condition,S,
,,,icd10_D033,d03.3,melanoma in situ of skin of other and unspecified parts of face,4031107,Melanoma in situ of face,SNOMED,Condition,S,
,,,icd10_D034,d03.4,melanoma in situ of scalp and neck,4098922,Melanoma in situ of skin structure of scalp and/or neck,SNOMED,Condition,S,
,,,icd10_D035,d03.5,melanoma in situ of trunk,4031109,Melanoma in situ of trunk,SNOMED,Condition,S,
,,,icd10_D036,d03.6,melanoma in situ of upper limb, including shoulder,4031111,Melanoma in situ of upper limb,SNOMED,Condition,S,
,,,icd10_D037,d03.7,melanoma in situ of lower limb, including hip,4031113,Melanoma in situ of lower limb,SNOMED,Condition,S,
,,,icd10_D038,d03.8,melanoma in situ of other sites,4031756,Melanoma in situ of skin (clinical),SNOMED,Condition,S,
,,,icd10_D039,d03.9,melanoma in situ, unspecified,4031756,Melanoma in situ of skin (clinical),SNOMED,Condition,S,
,,,icd10_D04,d04,carcinoma in situ of skin,138996,Carcinoma in situ of skin,SNOMED,Condition,S,
,,,icd10_D040,d04.0,carcinoma in situ of skin of lip,133725,Carcinoma in situ of skin of lip,SNOMED,Condition,S,
,,,icd10_D041,d04.1,carcinoma in situ of skin of eyelid, including canthus,434883,Carcinoma in situ of skin of eyelid including canthus,SNOMED,Condition,S,
,,,icd10_D042,d04.2,carcinoma in situ of skin of ear and external auricular canal,444410,Carcinoma in situ of skin of ear,SNOMED,Condition,S,
,,,icd10_D043,d04.3,carcinoma in situ of skin of other and unspecified parts of face,133726,Carcinoma in situ of skin of face,SNOMED,Condition,S,
,,,icd10_D044,d04.4,carcinoma in situ of skin of scalp and neck,139766,Carcinoma in situ of scalp and skin of neck,SNOMED,Condition,S,
,,,icd10_D045,d04.5,carcinoma in situ of skin of trunk,444411,Carcinoma in situ of skin of trunk,SNOMED,Condition,S,
,,,icd10_D046,d04.6,carcinoma in situ of skin of upper limb, including shoulder,4241908,Carcinoma in situ of skin of upper limb,SNOMED,Condition,S,
,,,icd10_D047,d04.7,carcinoma in situ of ski of lower limb, including hip,134308,Carcinoma in situ of skin of lower limb,SNOMED,Condition,S,
,,,icd10_D048,d04.8,carcinoma in situ of other sites,138996,Carcinoma in situ of skin,SNOMED,Condition,S,
,,,icd10_D049,d04.9,carcinoma in situ of skin, unspecified,138996,Carcinoma in situ of skin,SNOMED,Condition,S,
,,,icd10_D05,d05,carcinoma in situ of breast,81250,Carcinoma in situ of breast,SNOMED,Condition,S,
,,,icd10_D050,d05.0,lobular carcinoma in situ of breast,4001315,Lobular carcinoma in situ of breast,SNOMED,Condition,S,
,,,icd10_D051,d05.1,intraductal carcinoma in situ,4001670,Intraductal carcinoma in situ of breast,SNOMED,Condition,S,
,,,icd10_D057,d05.7,other carcinoma in situ of breast,81250,Carcinoma in situ of breast,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D059,d05.9,unspecified carcinoma in situ of breast,81250,Carcinoma in situ of breast,SNOMED,Condition,S,
,,,icd10_D06,d06,carcinoma in situ of cervix uteri,194611,Carcinoma in situ of uterine cervix,SNOMED,Condition,S,
,,,icd10_D060,d06.0,carcinoma in situ of endocervix,4243120,Carcinoma in situ of endocervix,SNOMED,Condition,S,
,,,icd10_D061,d06.1,carcinoma in situ of exocervix,4243874,Carcinoma in situ of exocervix,SNOMED,Condition,S,
,,,icd10_D067,d06.7,carcinoma in situ of other parts of cervix,194611,Carcinoma in situ of uterine cervix,SNOMED,Condition,S,
,,,icd10_D069,d06.9,carcinoma in situ of cervix, unspecified,194611,Carcinoma in situ of uterine cervix,SNOMED,Condition,S,
,,,icd10_D07,d07,carcinoma in situ of other and unspecified genital organs,433435,Carcinoma in situ,SNOMED,Condition,S,
,,,icd10_D070,d07.0,carcinoma in situ of endometrium,4241777,Carcinoma in situ of endometrium,SNOMED,Condition,S,
,,,icd10_D071,d07.1,carcinoma in situ of vulva,438386,Carcinoma in situ of vulva,SNOMED,Condition,S,
,,,icd10_D072,d07.2,carcinoma in situ of vagina,195513,Carcinoma in situ of vagina,SNOMED,Condition,S,
,,,icd10_D073,d07.3,carcinoma in situ of other and unspecified female genital organs,192577,Carcinoma in situ of female genital organ,SNOMED,Condition,S,
,,,icd10_D074,d07.4,carcinoma in situ of penis,193162,Carcinoma in situ of penis,SNOMED,Condition,S,
,,,icd10_D075,d07.5,carcinoma in situ of prostate,200970,Carcinoma in situ of prostate,SNOMED,Condition,S,
,,,icd10_D076,d07.6,carcinoma in situ of other and unspecified male genital organs,196068,Carcinoma in situ of male genital organ,SNOMED,Condition,S,
,,,icd10_D09,d09,carcinoma in situ of other and unspecified sites,433435,Carcinoma in situ,SNOMED,Condition,S,
,,icd9_2337,icd10_D090,d09.0,carcinoma in situ of bladder,192855,Cancer in situ of urinary bladder,SNOMED,Condition,S,
,,icd9_2339,icd10_D091,d09.1,carcinoma in situ of other and unspecified urinary organs,81247,Carcinoma in situ of urinary system,SNOMED,Condition,S,
,,,icd10_D092,d09.2,carcinoma in situ of eye,373732,Carcinoma in situ of eye,SNOMED,Condition,S,
,,,icd10_D093,d09.3,carcinoma in situ of thyroid and other endocrine glands,4241917,Carcinoma in situ of thyroid gland,SNOMED,Condition,S,
,,,icd10_D097,d09.7,carcinoma in situ of other specified sites,433435,Carcinoma in situ,SNOMED,Condition,S,Manual mapping via ICD10 (not ICD10CM)
,,,icd10_D099,d09.9,carcinoma in situ, unspecified,433435,Carcinoma in situ,SNOMED,Condition,S,
,,,icd10_D10,d10,benign neoplasm of mouth and pharynx,30356,Benign neoplasm of pharynx,SNOMED,Condition,S,
,,,icd10_D100,d10.0,lip,135208,Benign neoplasm of lip,SNOMED,Condition,S,
,,,icd10_D101,d10.1,tongue,440668,Benign neoplasm of tongue,SNOMED,Condition,S,
,,,icd10_D102,d10.2,floor of mouth,132573,Benign neoplasm of floor of mouth,SNOMED,Condition,S,
,,,icd10_D103,d10.3,other and unspecified parts of mouth,137813,Benign neoplasm of mouth region,SNOMED,Condition,S,
,,,icd10_D104,d10.4,tonsil,26060,Benign neoplasm of tonsil,SNOMED,Condition,S,
,,,icd10_D105,d10.5,other parts of oropharynx,435205,Benign neoplasm of oropharynx,SNOMED,Condition,S,
,,,icd10_D106,d10.6,nasopharynx,432860,Benign tumor of nasopharynx,SNOMED,Condition,S,
,,,icd10_D107,d10.7,hypopharynx,433978,Benign neoplasm of hypopharynx,SNOMED,Condition,S,
,,,icd10_D109,d10.9,pharynx, unspecified,30356,Benign neoplasm of pharynx,SNOMED,Condition,S,
,,,icd10_D11,d11,benign neoplasm of major salivary glands,30679,Benign neoplasm of major salivary gland,SNOMED,Condition,S,
,,,icd10_D110,d11.0,parotid gland,4242814,Benign neoplasm of parotid gland,SNOMED,Condition,S,
,,,icd10_D117,d11.7,other major salivary glands,30679,Benign neoplasm of major salivary gland,SNOMED,Condition,S,
,,,icd10_D119,d11.9,major salivary gland, unspecified,30679,Benign neoplasm of major salivary gland,SNOMED,Condition,S,
,,,icd10_D12,d12,benign neoplasm of colon, rectum, anus and anal canal,434303,Benign neoplasm of rectum and anal canal,SNOMED,Condition,S,
,,,icd10_D120,d12.0,coecum,442108,Benign neoplasm of cecum,SNOMED,Condition,S,
,,,icd10_D121,d12.1,appendix,4239729,Benign neoplasm of appendix,SNOMED,Condition,S,
,,,icd10_D122,d12.2,ascending colon,442111,Benign neoplasm of ascending colon,SNOMED,Condition,S,
,,,icd10_D123,d12.3,transverse colon,444444,Benign neoplasm of transverse colon,SNOMED,Condition,S,
,,,icd10_D124,d12.4,descending colon,442104,Benign neoplasm of descending colon,SNOMED,Condition,S,
,,,icd10_D125,d12.5,sigmoid colon,444459,Benign neoplasm of sigmoid colon,SNOMED,Condition,S,
,,,icd10_D126,d12.6,colon, unspecified,77234,Benign neoplasm of colon,SNOMED,Condition,S,
,,,icd10_D127,d12.7,rectosigmoid junction,4243575,Benign neoplasm of rectosigmoid junction,SNOMED,Condition,S,
,,,icd10_D128,d12.8,rectum,444457,Benign neoplasm of rectum,SNOMED,Condition,S,
,,,icd10_D129,d12.9,anus and anal canal,4240913,Benign neoplasm of anus,SNOMED,Condition,S,
,,,icd10_D13,d13,benign neoplasm of other and ill-defined parts of digestive system,193431,Benign tumor of digestive organ,SNOMED,Condition,S,
,,,icd10_D130,d13.0,oesophagus,24602,Benign neoplasm of esophagus,SNOMED,Condition,S,
,,,icd10_D131,d13.1,stomach,196061,Benign neoplasm of stomach,SNOMED,Condition,S,
,,,icd10_D132,d13.2,duodenum,436062,Benign neoplasm of duodenum,SNOMED,Condition,S,
,,,icd10_D133,d13.3,other and unspecified parts of small intestine,4242962,Benign neoplasm of small intestine,SNOMED,Condition,S,
,,,icd10_D134,d13.4,liver,4243427,Benign neoplasm of liver,SNOMED,Condition,S,
,,,icd10_D135,d13.5,extrahepatic bile ducts,4241648,Benign neoplasm of extrahepatic bile ducts,SNOMED,Condition,S,
,,,icd10_D136,d13.6,pancreas,4243445,Benign neoplasm of pancreas,SNOMED,Condition,S,
,,,icd10_D137,d13.7,endocrine pancreas,193722,Benign tumor of endocrine pancreas,SNOMED,Condition,S,
,,,icd10_D139,d13.9,ill-defined sites within the digestive system,193431,Benign tumor of digestive organ,SNOMED,Condition,S,
,,,icd10_D14,d14,benign neoplasm of middle ear and respiratory system,435506,Benign neoplastic disease,SNOMED,Condition,S,
,,,icd10_D140,d14.0,middle ear, nasal cavity and accessory sinuses,4154632,Benign neoplasm of nose, middle ear and accessory sinuses,SNOMED,Condition,S,
,,,icd10_D141,d14.1,larynx,23731,Benign neoplasm of larynx,SNOMED,Condition,S,
,,,icd10_D142,d14.2,trachea,439763,Benign neoplasm of trachea,SNOMED,Condition,S,
,,,icd10_D143,d14.3,bronchus and lung,261255,Benign neoplasm of bronchus and lung,SNOMED,Condition,S,
,,,icd10_D144,d14.4,respiratory system, unspecified,4114353,Benign neoplasm of respiratory system,SNOMED,Condition,S,
,,,icd10_D15,d15,benign neoplasm of other and unspecified intrathoracic organs,4242348,Benign neoplasm of intrathoracic organs,SNOMED,Condition,S,
,,,icd10_D150,d15.0,thymus,438107,Benign neoplasm of thymus,SNOMED,Condition,S,
,,,icd10_D151,d15.1,heart,317814,Benign neoplasm of heart,SNOMED,Condition,S,
,,,icd10_D152,d15.2,mediastinum,438105,Benign neoplasm of mediastinum,SNOMED,Condition,S,
,,,icd10_D157,d15.7,other specified intrathoracic organs,433979,Benign neoplasm of respiratory system and intrathoracic organ,SNOMED,Condition,S,
,,,icd10_D159,d15.9,intrathoracic organ, unspecified,4242348,Benign neoplasm of intrathoracic organs,SNOMED,Condition,S,
,,,icd10_D16,d16,benign neoplasm of bone and articular cartilage,74606,Benign neoplasm of bone,SNOMED,Condition,S,
,,,icd10_D160,d16.0,scapula and long bones of upper limb,77517,Benign neoplasm of scapula and long bones of upper limb,SNOMED,Condition,S,
,,,icd10_D161,d16.1,short bones of upper limb,433981,Benign neoplasm of short bone of upper limb,SNOMED,Condition,S,
,,,icd10_D162,d16.2,long bones of lower limb,440973,Benign neoplasm of long bones of lower limb,SNOMED,Condition,S,
,,,icd10_D163,d16.3,short bones of lower limb,438116,Benign neoplasm of short bones of lower limb,SNOMED,Condition,S,
,,,icd10_D164,d16.4,bones of skull and face,4114356,Benign neoplasm of face bone,SNOMED,Condition,S,
,,,icd10_D165,d16.5,lower jaw bone,373166,Benign neoplasm of mandible,SNOMED,Condition,S,
,,,icd10_D166,d16.6,vertebral column,40651279,Benign neoplasm of vertebral column,SNOMED,Condition,S,
,,,icd10_D167,d16.7,ribs, sternum and clavicle,434301,Benign neoplasm of ribs and/or sternum and/or clavicle,SNOMED,Condition,S,
,,,icd10_D168,d16.8,pelvic bones, sacrum and coccyx,75206,Benign neoplasm of pelvic bones, sacrum and coccyx,SNOMED,Condition,S,
,,,icd10_D169,d16.9,bone and articular cartilage, unspecified,74606,Benign neoplasm of bone,SNOMED,Condition,S,
,,,icd10_D17,d17,benign lipomatous neoplasm,4112852,Benign lipomatous tumor,SNOMED,Condition,S,
,,,icd10_D170,d17.0,benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck,4200649,Lipoma of head and neck,SNOMED,Condition,S,
,,,icd10_D171,d17.1,benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,4033319,Lipoma of skin and subcutaneous tissue of trunk,SNOMED,Condition,S,
,,,icd10_D172,d17.2,benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,4031128,Lipoma of skin and subcutaneous tissue of limb,SNOMED,Condition,S,
,,,icd10_D173,d17.3,benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites,198101,Lipoma of skin and subcutaneous tissue (excluding face),SNOMED,Condition,S,
,,,icd10_D174,d17.4,benign lipomatous neoplasm of intrathoracic organs,4242348,Benign neoplasm of intrathoracic organs,SNOMED,Condition,S,
,,,icd10_D175,d17.5,benign lipomatous neoplasm of intra-abdominal organs,4239897,Benign neoplasm of intra-abdominal organs,SNOMED,Condition,S,
,,,icd10_D176,d17.6,benign lipomatous neoplasm of spermatic cord,4243593,Benign neoplasm of spermatic cord,SNOMED,Condition,S,
,,,icd10_D177,d17.7,benign lipomatous neoplasm of other sites,4112852,Benign lipomatous tumor,SNOMED,Condition,S,
,,,icd10_D179,d17.9,benign lipomatous neoplasm, unspecified,4112852,Benign lipomatous tumor,SNOMED,Condition,S,
,,,icd10_D18,d18,hemangioma and lymphangioma, any site,4266186,Neoplasm and/or hamartoma,SNOMED,Condition,S,
,,,icd10_D180,d18.0,hemangioma, any site,441818,Hemangioma,SNOMED,Condition,S,
,,,icd10_D181,d18.1,lymphangioma, any site,433997,Lymphangioma,SNOMED,Condition,S,
,,,icd10_D19,d19,benign neoplasm of mesothelial tissue,4112851,Benign tumor of mesothelial tissue,SNOMED,Condition,S,
,,,icd10_D190,d19.0,mesothelial tissue of pleura,4031134,Benign neoplasm of mesothelial tissue of pleura,SNOMED,Condition,S,
,,,icd10_D191,d19.1,mesothelial tissue of peritoneum,4001665,Benign neoplasm of mesothelial tissue of peritoneum,SNOMED,Condition,S,
,,,icd10_D197,d19.7,mesothelial tissue of other sites,435506,Benign neoplastic disease,SNOMED,Condition,S,
,,,icd10_D199,d19.9,mesothelial tissue, unspecified,4112851,Benign tumor of mesothelial tissue,SNOMED,Condition,S,
,,,icd10_D20,d20,benign neoplasm of soft tissue of retroperitoneum and retroperitoneum,201256,Benign neoplasm of soft tissues of abdomen,SNOMED,Condition,S,
,,,icd10_D200,d20.0,retroperitoneum,4242974,Benign neoplasm of retroperitoneum,SNOMED,Condition,S,
,,,icd10_D201,d20.1,peritoneum,4242974,Benign neoplasm of retroperitoneum,SNOMED,Condition,S,
,,,icd10_D21,d21,other benign neoplasms of connective and other soft tissues,442105,Benign neoplasm of soft tissue,SNOMED,Condition,S,
,,,icd10_D210,d21.0,connective and other soft tissue of head, face and neck,4113129,Benign tumor of soft tissue of head, face and neck,SNOMED,Condition,S,
,,,icd10_D211,d21.1,connective and other soft tissue of upper limb, including shoulder,444449,Benign neoplasm of soft tissues of upper limb,SNOMED,Condition,S,
,,,icd10_D212,d21.2,connective and other soft tissue of lower limb, including hip,444453,Benign neoplasm of soft tissues of lower limb,SNOMED,Condition,S,
,,,icd10_D213,d21.3,connective and other soft tissue of thorax,444450,Benign neoplasm of soft tissues of thorax,SNOMED,Condition,S,
,,,icd10_D214,d21.4,connective and other soft tissue of abdomen,201256,Benign neoplasm of soft tissues of abdomen,SNOMED,Condition,S,
,,,icd10_D215,d21.5,connective and other soft tissue of pelvis,194607,Benign neoplasm of soft tissues of pelvis,SNOMED,Condition,S,
,,,icd10_D216,d21.6,connective and other soft tissue of trunk, unspecified,200060,Benign neoplasm of soft tissues of trunk,SNOMED,Condition,S,
,,,icd10_D219,d21.9,connective and other soft tissue, unspecified,442105,Benign neoplasm of soft tissue,SNOMED,Condition,S,
,,,icd10_D22,d22,melanocytic naevi,4271013,Melanocytic nevus,SNOMED,Condition,S,
,,,icd10_D220,d22.0,melanocytic naevi of lip,4033296,Melanocytic nevus of lip,SNOMED,Condition,S,
,,,icd10_D221,d22.1,melanocytic naevi of eyelid, including canthus,4031757,Melanocytic nevus of eyelid, including canthus,SNOMED,Condition,S,
,,,icd10_D222,d22.2,melanocytic naevi of ear and external auricular canal,4033297,Melanocytic nevus of ear,SNOMED,Condition,S,
,,,icd10_D223,d22.3,melanocytic naevi of other and unspecified parts of face,4031106,Melanocytic nevus of face,SNOMED,Condition,S,
,,,icd10_D224,d22.4,melanocytic naevi of scalp and neck,4221679,Melanocytic nevus of skin,SNOMED,Condition,S,
,,,icd10_D225,d22.5,melanocytic naevi of trunk,4033837,Melanocytic nevus of trunk,SNOMED,Condition,S,
,,,icd10_D226,d22.6,melanocytic naevi of upper limb, including shoulder,4033839,Melanocytic nevus of upper limb,SNOMED,Condition,S,
,,,icd10_D227,d22.7,melanocytic naevi of lower limb, including hip,4031763,Melanocytic nevus of lower limb,SNOMED,Condition,S,
,,,icd10_D229,d22.9,melanocytic naevi, unspecified,4271013,Melanocytic nevus,SNOMED,Condition,S,
,,,icd10_D23,d23,other benign neoplasms of skin,138102,Benign neoplasm of skin,SNOMED,Condition,S,
,,,icd10_D230,d23.0,skin of lip,141248,Benign neoplasm of skin of lip,SNOMED,Condition,S,
,,,icd10_D231,d23.1,skin of eyelid, including canthus,4242957,Benign neoplasm of skin of eyelid,SNOMED,Condition,S,
,,,icd10_D232,d23.2,skin of ear and external auricular canal,4242514,Benign neoplasm of skin of ear,SNOMED,Condition,S,
,,,icd10_D233,d23.3,skin of other and unspecified parts of face,140966,Benign neoplasm of skin of face,SNOMED,Condition,S,
,,,icd10_D234,d23.4,skin of scalp and neck,138102,Benign neoplasm of skin,SNOMED,Condition,S,
,,,icd10_D235,d23.5,skin of trunk,136057,Benign neoplasm of skin of trunk,SNOMED,Condition,S,
,,,icd10_D236,d23.6,skin of upper limb, including shoulder,4243587,Benign neoplasm of skin of upper limb,SNOMED,Condition,S,
,,,icd10_D237,d23.7,skin of lower limb, including hip,444445,Benign neoplasm of skin of lower limb,SNOMED,Condition,S,
,,,icd10_D239,d23.9,skin, unspecified,138102,Benign neoplasm of skin,SNOMED,Condition,S,
,,,icd10_D24,d24,other benign neoplasm of breast,72576,Benign tumor of breast,SNOMED,Condition,S,
,,,icd10_D25,d25,leiomyoma of uterus,197236,Uterine leiomyoma,SNOMED,Condition,S,
,,,icd10_D250,d25.0,submucous leiomyoma of uterus,195769,Submucous leiomyoma of uterus,SNOMED,Condition,S,
,,,icd10_D251,d25.1,intramural leiomyoma of uterus,192854,Intramural leiomyoma of uterus,SNOMED,Condition,S,
